O*NET-SOC Code,Title,Analyzing Data or Information Combined,Documenting/Recording Information Combined,E-Mail,"Estimating the Quantifiable Characteristics of Products, Events, or Information Combined",Getting Information Combined,Information Ordering Combined,Interpreting the Meaning of Information for Others Combined,Processing Information Combined,Programming Combined,Working with Computers Combined
29-2081.00,"Opticians, Dispensing",2.492714285714285,3.2525,4.75,2.2276,3.5142857142857142,2.02,2.7197714285714287,3.0976000000000004,1.0535714285714286,2.6594285714285717
29-2091.00,Orthotists and Prosthetists,2.354285714285714,3.45,5.0,1.9917,3.023857142857143,2.6185714285714288,2.537,3.276285714285714,1.0206285714285714,2.623828571428571
29-2092.00,Hearing Aid Specialists,2.1575714285714285,2.6090285714285715,4.87,1.7639999999999998,3.2378,1.9449142857142856,2.384328571428572,2.0267714285714287,1.0442857142857145,2.767857142857143
29-2099.01,Neurodiagnostic Technologists,3.068142857142857,3.240228571428572,4.65,2.005942857142857,3.4393571428571423,2.596342857142857,2.312457142857143,2.9656,1.0664285714285715,3.041714285714286
29-2099.05,Ophthalmic Medical Technologists,1.6482142857142854,3.134285714285714,4.5,1.334285714285714,3.206071428571428,1.8571428571428568,1.8142857142857145,2.100714285714286,1.077942857142857,2.3728571428571428
29-2099.08,Patient Representatives,2.095985714285715,3.230142857142857,5.0,1.8050714285714284,3.4012285714285717,2.071428571428572,2.7028,3.270314285714285,1.0942857142857143,2.5837714285714286
29-9091.00,Athletic Trainers,1.815842857142857,3.668914285714286,4.73,1.7971428571428572,2.7584714285714287,2.524285714285714,1.8368714285714287,2.1236,1.0089285714285714,2.103142857142857
29-9092.00,Genetic Counselors,2.879928571428572,3.2393,5.0,1.3648285714285713,3.9492571428571432,2.645714285714285,4.2538,3.1700285714285714,1.0271428571428571,2.4157714285714285
29-9093.00,Surgical Assistants,2.2375,2.565714285714286,4.23,2.3607142857142858,3.2009714285714286,2.31,2.3895142857142857,2.6477714285714287,1.062857142857143,2.1168142857142858
29-9099.01,Midwives,2.9393,3.665000000000001,4.6,2.4012571428571423,3.369057142857143,2.3392857142857144,2.636614285714286,2.9827857142857144,1.0664285714285715,2.182142857142857
31-1121.00,Home Health Aides,1.8092,3.0851714285714285,1.79,1.8354285714285716,2.5931428571428574,1.9642857142857144,1.8056,2.3949,1.0,1.1482
31-1122.00,Personal Care Aides,2.219,2.9952,2.2,2.2804,3.361542857142857,1.8571428571428568,2.369714285714286,2.527628571428571,1.0042857142857142,2.354971428571429
31-1131.00,Nursing Assistants,1.837942857142857,2.5119285714285717,2.61,1.7395142857142858,2.5168,1.9085714285714288,1.731,2.228242857142857,1.0,1.840914285714286
31-1132.00,Orderlies,1.4320857142857142,1.4730714285714286,2.92,1.3293714285714286,2.3104,1.595,1.4620000000000002,1.9056,1.0,1.377
31-1133.00,Psychiatric Aides,1.7152,3.469814285714286,3.87,1.4478571428571427,3.508,2.0028571428571427,2.356114285714286,1.8264285714285715,1.0020571428571428,1.8204
31-2011.00,Occupational Therapy Assistants,1.728,3.252342857142857,3.53,1.5101714285714287,2.780571428571428,2.105,2.5494142857142856,2.198114285714285,1.0206285714285714,2.506214285714286
31-2012.00,Occupational Therapy Aides,1.9455,2.378942857142857,3.49,1.7985714285714287,2.8780142857142863,1.9085714285714288,2.2301714285714285,2.17,1.0020571428571428,2.4210000000000003
31-2021.00,Physical Therapist Assistants,1.992,3.7342142857142857,2.86,1.6456000000000002,2.9672714285714283,1.9449142857142856,2.1268,2.265757142857143,1.1071428571428572,2.753914285714286
31-2022.00,Physical Therapist Aides,1.8156571428571429,2.742742857142857,3.81,1.6207142857142856,2.620685714285714,1.8571428571428568,2.1027142857142858,2.3179142857142856,1.0135714285714286,2.29
31-9011.00,Massage Therapists,1.6132285714285717,2.4531714285714283,3.62,1.2896,2.7362714285714285,1.8057142857142856,1.9504,1.7550285714285714,1.0,1.3900714285714286
31-9091.00,Dental Assistants,2.1345714285714283,2.505357142857143,3.86,2.198628571428572,3.621928571428571,1.9642857142857144,2.17,2.4695714285714283,1.0206285714285714,2.976357142857143
31-9092.00,Medical Assistants,3.115771428571428,3.565428571428572,3.55,2.5138,3.672985714285714,2.0028571428571427,2.333285714285714,3.659257142857143,1.0442857142857145,3.160685714285714
31-9093.00,Medical Equipment Preparers,2.4435714285714285,3.7173142857142856,4.12,2.7943857142857143,3.2704000000000004,1.9642857142857144,2.4634,3.766085714285714,1.0664285714285715,2.4256
31-9094.00,Medical Transcriptionists,1.8943,3.0989857142857145,4.41,1.1910714285714286,2.865757142857143,1.9642857142857144,1.7414714285714283,2.8422857142857145,1.0271428571428571,2.717028571428571
31-9095.00,Pharmacy Aides,1.8832,2.126714285714286,3.71,3.015357142857143,3.3427714285714285,1.8328571428571427,1.914642857142857,2.1492,1.0357142857142856,3.5522714285714283
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,1.9010285714285715,3.042228571428572,3.64,1.9257142857142855,2.650742857142857,1.9642857142857144,2.103828571428571,2.314857142857143,1.0135714285714286,2.3734
31-9097.00,Phlebotomists,2.394,3.0851714285714285,4.27,1.709457142857143,2.9960714285714287,2.044642857142857,2.353942857142857,3.503885714285714,1.0549142857142857,3.0167714285714284
31-9099.01,Speech-Language Pathology Assistants,2.0102857142857147,2.4852,4.28,1.3119999999999998,2.981285714285714,2.265085714285714,2.1408,2.160942857142857,1.0206285714285714,2.0156428571428573
31-9099.02,Endoscopy Technicians,2.131428571428572,2.934742857142857,3.85,2.0970285714285715,2.46,1.9642857142857144,1.7934857142857146,2.605714285714286,1.0089285714285714,2.237714285714285
33-1011.00,First-Line Supervisors of Correctional Officers,2.4193,3.7221428571428574,4.95,2.1914571428571428,3.205,2.0608,2.6025714285714283,3.0655,1.0357142857142856,2.7688
33-1012.00,First-Line Supervisors of Police and Detectives,2.7315428571428573,3.5553142857142856,4.95,2.1005,3.257,2.524285714285714,2.532,2.930142857142857,1.0357142857142856,2.6104000000000003
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,2.507142857142857,3.311971428571429,4.55,2.7472000000000003,3.3280857142857143,2.4035714285714285,2.397428571428572,2.9149714285714285,1.0942857142857143,2.138285714285714
33-1091.00,First-Line Supervisors of Security Workers,1.9645857142857144,2.329428571428571,4.91,1.8164571428571428,2.7709714285714284,2.1142857142857143,1.7285714285714286,2.4874285714285715,1.077942857142857,2.7234285714285718
33-2011.00,Firefighters,2.1781,2.944342857142857,3.95,2.4518857142857144,2.8977142857142857,2.25,1.8736,2.5371571428571427,1.0357142857142856,1.8141714285714283
33-2021.00,Fire Inspectors and Investigators,2.6606000000000005,3.1488714285714288,4.9,2.1376,3.1452,2.422142857142857,2.571885714285714,2.742142857142857,1.0885714285714283,2.3440000000000003
33-2022.00,Forest Fire Inspectors and Prevention Specialists,1.8885142857142856,2.736,4.73,2.0260714285714285,2.6657714285714285,1.9449142857142856,1.986,2.261857142857143,1.0549142857142857,1.9829714285714284
33-3011.00,Bailiffs,2.265657142857143,2.856142857142857,3.62,1.5624,2.834357142857143,1.822857142857143,1.9542142857142857,2.4287857142857145,1.0042857142857142,2.1491571428571428
33-3012.00,Correctional Officers and Jailers,1.9302857142857144,3.0126142857142857,4.49,1.7372285714285711,2.6578428571428576,1.9642857142857144,2.0227857142857144,2.3399428571428573,1.0442857142857145,2.4692285714285718
33-3021.00,Detectives and Criminal Investigators,2.8637714285714284,3.3065714285714285,4.88,1.6683,3.783628571428572,2.596342857142857,2.4549142857142856,3.1172000000000004,1.12,2.7172
33-3021.02,Police Identification and Records Officers,2.415857142857143,3.2797,4.77,1.8822857142857143,3.4577714285714287,2.645714285714285,2.1963285714285714,2.982485714285714,1.0089285714285714,2.4079
33-3021.06,Intelligence Analysts,3.823771428571429,2.92,5.0,1.4968571428571429,3.627,2.7142857142857144,2.6794857142857147,3.8536000000000006,1.147857142857143,2.9906571428571427
33-3031.00,Fish and Game Wardens,2.294857142857144,3.1792,4.84,2.124914285714285,3.4330857142857147,1.9449142857142856,2.311985714285714,2.954957142857143,1.0357142857142856,2.2335714285714285
33-3041.00,Parking Enforcement Workers,2.2699,2.782,2.82,1.7043714285714284,2.5393714285714286,1.9642857142857144,2.026,2.640571428571429,1.0535714285714286,2.2857142857142856
33-3051.00,Police and Sheriff's Patrol Officers,2.6834,3.3195428571428574,4.22,1.7816714285714288,3.527057142857143,2.422142857142857,2.2864,3.0683,1.0535714285714286,2.631457142857143
33-3051.04,Customs and Border Protection Officers,3.4356857142857145,3.4531428571428573,5.0,2.453242857142857,3.8392,2.1492,2.8688,3.617085714285714,1.0357142857142856,3.480585714285714
33-3052.00,Transit and Railroad Police,1.8388,3.5550000000000006,4.96,1.8073714285714289,2.7142857142857144,2.02,2.1841428571428576,2.7439714285714287,1.0664285714285715,2.068
33-9011.00,Animal Control Workers,2.592914285714285,3.4190571428571435,4.92,1.6063428571428573,3.198785714285714,1.8571428571428568,2.1823428571428574,2.9890000000000003,1.0020571428571428,2.365
33-9021.00,Private Detectives and Investigators,3.085942857142857,3.3,4.8,1.7945714285714285,3.4535714285714283,2.2071428571428573,1.9184428571428571,2.9832,1.1071428571428572,2.6461428571428574
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,2.628571428571429,3.7054,4.66,2.3794000000000004,3.3321142857142854,1.9449142857142856,2.401942857142857,3.110028571428572,1.0206285714285714,3.1616571428571425
33-9032.00,Security Guards,2.512928571428572,3.172514285714286,4.33,2.228585714285714,3.7975142857142856,1.8914285714285717,2.4065142857142856,2.8126857142857142,1.0042857142857142,3.065928571428572
33-9091.00,Crossing Guards and Flaggers,1.4867,1.4480714285714285,1.92,1.4443714285714284,2.0368000000000004,1.6391999999999998,1.3266,1.5252142857142856,1.0,1.21
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.4000857142857142,2.434214285714286,4.18,1.585,2.254,1.822857142857143,1.4026857142857143,1.8033142857142856,1.0,1.452142857142857
33-9093.00,Transportation Security Screeners,1.7188285714285714,1.8989714285714283,3.85,1.5852857142857144,2.8906,2.044642857142857,1.909142857142857,1.734885714285714,1.062857142857143,1.697142857142857
33-9099.02,Retail Loss Prevention Specialists,3.200885714285714,3.213942857142857,4.38,2.0401714285714285,3.1918571428571423,1.9642857142857144,2.1466,3.5451428571428574,1.0885714285714283,2.6212857142857144
35-1011.00,Chefs and Head Cooks,1.953828571428572,1.8401,4.88,1.814542857142857,2.6794857142857147,2.607142857142857,1.5301,1.9657142857142855,1.0357142857142856,2.0260714285714285
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2.160942857142857,2.0305,3.07,1.988628571428572,3.1696,1.8571428571428568,2.089157142857143,1.778771428571429,1.0089285714285714,2.4171428571428573
35-2011.00,"Cooks, Fast Food",1.2596857142857143,1.3002,1.63,1.1500857142857142,1.72,1.872228571428572,1.3445714285714283,1.5801142857142858,1.0,1.345257142857143
35-2012.00,"Cooks, Institution and Cafeteria",1.7356142857142856,1.6881142857142857,2.07,1.7529142857142856,2.660285714285714,1.9449142857142856,1.7185857142857144,1.8774714285714285,1.0,1.2069142857142858
35-2013.00,"Cooks, Private Household",1.3808,1.5391428571428571,4.42,1.7817142857142856,2.701942857142857,1.9085714285714288,1.1686857142857143,1.7963428571428572,1.0135714285714286,1.517
35-2014.00,"Cooks, Restaurant",1.047928571428571,1.0380714285714283,1.73,1.1344,1.5610000000000002,1.8571428571428568,1.089157142857143,1.5520857142857143,1.0,1.0507428571428572
35-2015.00,"Cooks, Short Order",1.3172,1.1313,1.14,1.6345857142857143,2.117714285714285,1.9085714285714288,1.4170285714285713,1.999428571428572,1.0,1.1225714285714286
35-2021.00,Food Preparation Workers,1.3272571428571427,1.2962142857142858,1.99,1.8735142857142857,2.3188000000000004,1.625,1.0583857142857145,1.4633714285714283,1.0,1.104342857142857
35-3011.00,Bartenders,1.495428571428571,1.6945714285714286,1.97,1.7479,2.0216285714285718,1.9642857142857144,1.1965857142857144,1.5986285714285715,1.0089285714285714,1.4597857142857142
35-3023.00,Fast Food and Counter Workers,1.2664,1.1722,2.02,1.1472,1.949757142857143,1.5,1.228657142857143,1.4633857142857143,1.0020571428571428,1.4071
35-3023.01,Baristas,1.3636,1.4602,2.5,1.6610285714285715,1.986,1.8328571428571427,1.4001714285714286,1.5492571428571429,1.0,1.4482285714285714
35-3031.00,Waiters and Waitresses,1.2847428571428572,1.0237714285714286,1.81,1.4597857142857142,1.8431428571428567,1.6428571428571428,1.289928571428571,1.342,1.0020571428571428,1.7457142857142856
35-3041.00,"Food Servers, Nonrestaurant",2.0168,1.6802,2.73,1.3661714285714286,2.761128571428572,1.5693714285714286,1.5137714285714288,2.047357142857143,1.0020571428571428,1.6814285714285715
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.3922285714285714,1.322542857142857,1.77,1.4384285714285716,1.9730714285714288,1.6428571428571428,1.3492857142857142,1.5828000000000002,1.0020571428571428,1.8772
35-9021.00,Dishwashers,1.286,1.1676714285714285,2.14,1.3371142857142857,1.391142857142857,1.5693714285714286,1.1392,1.2413571428571428,1.0,1.2252857142857143
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.264657142857143,1.3380999999999998,1.58,1.5546285714285717,1.9438,1.7385714285714284,1.3084857142857145,1.6090000000000002,1.0,1.2522571428571427
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,2.056,2.199714285714286,4.61,2.314114285714286,3.0388571428571427,1.9642857142857144,2.428,2.599557142857143,1.0,2.483514285714286
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.81,2.5,4.1,2.058985714285714,2.900114285714285,1.9449142857142856,2.0804,2.429942857142857,1.0664285714285715,1.716857142857143
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1.6475142857142857,1.762,3.37,1.7009714285714284,2.2210714285714284,1.7385714285714284,1.554357142857143,1.964114285714286,1.0089285714285714,1.6511999999999998
37-2012.00,Maids and Housekeeping Cleaners,1.2465,1.448,1.59,1.2241142857142857,1.8473,1.5693714285714286,1.522,1.5515714285714286,1.0,1.098742857142857
37-2021.00,Pest Control Workers,1.6164571428571428,2.176685714285714,1.66,1.7879142857142858,2.7112857142857143,1.9642857142857144,1.5263714285714285,1.9876571428571428,1.0,1.3042857142857145
37-3011.00,Landscaping and Groundskeeping Workers,1.2742857142857142,1.1112857142857142,1.5,1.4515,2.080857142857143,1.7036571428571428,1.1199285714285714,1.372,1.0,1.0107142857142857
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1.6994,2.542428571428572,2.64,1.9504,2.518,1.8571428571428568,1.6439428571428572,2.0385142857142857,1.0,1.3480857142857143
37-3013.00,Tree Trimmers and Pruners,1.6217714285714286,1.2965285714285717,1.93,2.028928571428572,2.674957142857143,1.8571428571428568,1.5348000000000002,1.789942857142857,1.0,1.0653714285714286
39-1013.00,First-Line Supervisors of Gambling Services Workers,1.5518714285714283,1.9861428571428568,4.6,1.3574142857142857,2.1907428571428573,2.105,1.5664000000000002,1.9193,1.157142857142857,2.1438
39-1022.00,First-Line Supervisors of Personal Service Workers,2.092842857142857,2.4731714285714284,4.43,1.7986,3.1426857142857143,1.9085714285714288,1.9150285714285715,2.294442857142857,1.0089285714285714,2.5610285714285714
39-2011.00,Animal Trainers,1.567857142857143,2.1963285714285714,3.81,1.495,2.474,1.9642857142857144,2.2802,1.6784142857142856,1.0020571428571428,1.5508
39-2021.00,Animal Caretakers,1.4483142857142857,1.9767142857142856,3.37,1.5107428571428572,2.5354857142857146,1.8328571428571427,1.8087142857142855,2.197,1.0089285714285714,1.6396571428571427
39-3011.00,Gambling Dealers,1.1562142857142856,1.1565857142857143,2.01,1.039928571428571,1.7012285714285715,1.9449142857142856,1.4400857142857142,1.3718,1.0,1.0677571428571428
39-3012.00,Gambling and Sports Book Writers and Runners,1.2937714285714286,1.453,1.51,1.3041857142857145,2.3870000000000005,2.0028571428571427,1.5083,2.2064,1.0206285714285714,1.5699999999999998
39-3021.00,Motion Picture Projectionists,1.2185857142857142,1.256857142857143,3.55,1.1714285714285717,2.1766,1.8571428571428568,1.1245714285714286,1.5617714285714286,1.0336571428571428,2.341228571428571
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",1.2555428571428573,1.525,2.28,1.3007714285714285,2.0059714285714287,1.5625,1.324342857142857,1.3318857142857143,1.0206285714285714,1.4565714285714286
39-3091.00,Amusement and Recreation Attendants,1.3923142857142856,1.5881714285714286,2.45,1.2155285714285713,1.8405,1.6391999999999998,1.4994999999999998,1.8254857142857144,1.0089285714285714,1.6592
39-3092.00,Costume Attendants,1.5177,1.6150285714285717,3.84,1.7882285714285715,2.6936857142857145,1.9085714285714288,1.7000857142857144,1.8866,1.0,1.384
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",1.09,1.0382857142857145,1.18,1.0845714285714283,2.1562,1.655,1.1094714285714289,1.1982142857142857,1.0,1.049942857142857
39-4011.00,Embalmers,1.91,3.0508714285714285,4.65,1.9686857142857144,2.5484,2.044642857142857,1.5934428571428572,3.006,1.0089285714285714,1.866142857142857
39-4021.00,Funeral Attendants,1.3785142857142856,1.8207,3.28,1.2473714285714286,2.2342857142857144,1.7036571428571428,1.6208,1.524571428571429,1.0089285714285714,1.4221428571428572
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",1.6055,2.9524285714285714,3.67,1.6568571428571426,2.9839,2.0028571428571427,1.829214285714286,2.3691714285714287,1.0206285714285714,2.276714285714286
39-5011.00,Barbers,1.4834285714285715,1.1014285714285714,1.6,1.4315714285714285,1.819542857142857,1.595,1.3011714285714286,1.745,1.0,1.0344
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",1.8257142857142856,2.088442857142857,2.2,1.6336,2.0323,1.8571428571428568,2.0089428571428574,1.5103428571428572,1.0206285714285714,1.713142857142857
39-5091.00,"Makeup Artists, Theatrical and Performance",1.444,2.110857142857143,4.79,1.6156,2.979714285714285,2.02,1.4017142857142857,1.8635714285714289,1.0206285714285714,1.520342857142857
39-5092.00,Manicurists and Pedicurists,1.0394285714285714,1.1789142857142858,1.25,1.1901428571428572,1.415,1.4906285714285716,1.239142857142857,1.1224,1.0,1.15
39-5093.00,Shampooers,1.3283285714285715,1.3177714285714286,1.29,1.546,1.6949285714285716,1.4628571428571429,1.5412428571428571,1.5667428571428572,1.0,1.1028571428571428
39-5094.00,Skincare Specialists,1.5182571428571427,1.4648285714285714,3.29,1.7911428571428571,2.245857142857143,1.822857142857143,1.284657142857143,1.6438,1.0135714285714286,1.8928000000000005
39-6011.00,Baggage Porters and Bellhops,1.7186285714285714,2.1594,2.71,1.6849428571428573,3.0746,1.6714285714285717,1.5782857142857143,2.169142857142857,1.0089285714285714,1.7347
39-6012.00,Concierges,1.8007142857142855,2.2939857142857143,5.0,1.8571428571428568,3.4719714285714285,1.9085714285714288,1.6084714285714283,2.1058142857142856,1.0089285714285714,2.3299
39-7011.00,Tour Guides and Escorts,1.3614000000000002,1.5611857142857142,3.27,1.4048571428571428,2.665757142857143,1.7734857142857143,2.0206857142857144,1.7898571428571428,1.0,1.4209714285714288
39-7012.00,Travel Guides,1.5675,2.3135,4.72,1.782857142857143,3.479,1.9642857142857144,1.7613571428571428,2.089514285714285,1.1257142857142857,1.7124
39-9011.00,Childcare Workers,1.3444571428571428,1.6944,2.92,1.2426142857142857,1.9657,1.8571428571428568,1.4938857142857145,1.5488,1.0,1.112242857142857
39-9011.01,Nannies,1.2674285714285711,1.6285714285714286,3.12,1.2283428571428572,2.402971428571429,1.8571428571428568,1.288,1.5243428571428572,1.0,1.1565142857142858
39-9031.00,Exercise Trainers and Group Fitness Instructors,1.5385142857142855,1.709457142857143,4.14,1.3542857142857143,2.706785714285714,1.8571428571428568,1.864,1.8020571428571428,1.0020571428571428,1.6369857142857145
39-9032.00,Recreation Workers,2.186871428571429,2.6211,3.47,2.0363714285714285,3.380114285714285,1.9085714285714288,2.2010571428571426,2.8814285714285712,1.0206285714285714,2.3074285714285714
39-9041.00,Residential Advisors,1.9434714285714283,2.414771428571429,4.6,1.7021857142857144,2.959942857142857,1.822857142857143,1.7874285714285714,2.293942857142857,1.0271428571428571,2.2225857142857146
41-1011.00,First-Line Supervisors of Retail Sales Workers,2.0788,1.7939285714285715,4.09,1.4672,2.52,1.9449142857142856,1.729342857142857,1.8127,1.1071428571428572,1.9792
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,2.835457142857143,2.4078857142857144,5.0,1.826114285714286,3.269428571428572,2.1677714285714287,2.1233,2.8150000000000004,1.0442857142857145,2.759642857142857
41-2011.00,Cashiers,1.3341714285714286,1.3131428571428572,2.76,1.203442857142857,2.198528571428572,1.7857142857142856,1.2573142857142858,1.3483,1.0,1.574357142857143
41-2012.00,Gambling Change Persons and Booth Cashiers,1.7074000000000005,2.0457142857142854,1.85,1.4789285714285714,2.606,1.9642857142857144,1.753342857142857,2.5686285714285715,1.0135714285714286,2.119942857142857
41-2021.00,Counter and Rental Clerks,1.6529142857142858,2.393514285714286,3.99,1.5940571428571428,2.1258857142857144,1.9085714285714288,1.6757,2.5012857142857143,1.0271428571428571,2.1918571428571427
41-2022.00,Parts Salespersons,2.1616285714285715,2.5685714285714285,4.45,1.6578999999999997,3.2176000000000005,2.071428571428572,2.202571428571429,2.7357142857142858,1.0206285714285714,3.197371428571429
41-2031.00,Retail Salespersons,1.655,1.5115857142857143,3.89,1.5537142857142856,2.6862571428571425,1.822857142857143,1.5970000000000002,1.849,1.0089285714285714,1.8856
41-3011.00,Advertising Sales Agents,1.9730285714285716,2.0174857142857143,5.0,1.6813714285714283,2.874571428571429,1.9657142857142855,1.6477428571428572,2.3973142857142857,1.1408,2.533257142857143
41-3021.00,Insurance Sales Agents,2.213942857142857,1.8896285714285717,5.0,1.4275714285714285,2.6955142857142858,1.9085714285714288,1.7243142857142857,2.2238285714285717,1.0803571428571428,2.5346285714285712
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",2.876714285714286,2.3413,4.96,1.7339857142857145,3.055428571428572,2.1492,2.418214285714286,2.9756,1.1885714285714286,2.8174857142857146
41-3041.00,Travel Agents,2.267857142857143,2.38,4.98,1.637,3.2834857142857143,1.9642857142857144,2.005428571428572,2.8950142857142858,1.0803571428571428,2.9697142857142858
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1.722057142857143,1.5376,5.0,1.2545571428571427,2.4744,1.9285714285714288,1.5425,1.6150857142857142,1.1428571428571428,1.8282
41-4011.07,Solar Sales Representatives and Assessors,2.4844857142857144,1.9874285714285715,4.98,2.2524571428571427,3.327,1.9449142857142856,2.258,2.568714285714285,1.0357142857142856,2.747585714285714
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1.563685714285714,2.314,4.77,1.4463285714285714,2.9085,1.9449142857142856,1.4536857142857142,2.131428571428572,1.0357142857142856,2.394657142857143
41-9011.00,Demonstrators and Product Promoters,1.5657142857142856,1.444,3.64,1.5692285714285714,2.1425714285714283,1.8571428571428568,1.536957142857143,1.4189714285714286,1.0020571428571428,1.2360571428571427
41-9012.00,Models,1.0126285714285714,1.2232,3.45,1.0164285714285717,1.4784000000000002,1.32,1.097257142857143,1.1481428571428571,1.0,1.0390857142857142
41-9021.00,Real Estate Brokers,2.655742857142857,2.393485714285714,5.0,1.7731428571428571,3.1438857142857146,1.8571428571428568,1.7243142857142857,2.4130714285714285,1.0357142857142856,2.3464285714285715
41-9022.00,Real Estate Sales Agents,2.496428571428572,2.2265714285714284,5.0,1.476,3.3335714285714286,1.9085714285714288,2.256,2.351,1.0549142857142857,2.6902857142857144
41-9031.00,Sales Engineers,2.489928571428571,2.1894285714285715,5.0,2.7542857142857144,3.2294285714285715,2.571428571428571,2.389771428571428,2.4032714285714287,1.1734857142857142,2.9367857142857146
41-9041.00,Telemarketers,2.726142857142857,2.213714285714285,3.82,1.513,3.290285714285714,1.4906285714285716,2.2455857142857143,2.9272,1.0089285714285714,2.3870285714285715
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.1357714285714289,1.5266285714285712,4.48,1.1866857142857143,2.0801285714285718,1.822857142857143,1.3409142857142855,1.5882142857142858,1.0549142857142857,1.8568
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,2.715628571428572,2.4602,4.55,1.8176,2.7954,2.216428571428572,2.0910285714285712,3.144,1.1257142857142857,2.898585714285714
43-2011.00,"Switchboard Operators, Including Answering Service",1.345214285714286,1.9064285714285716,4.61,1.071742857142857,2.4466857142857146,1.68,1.1849571428571428,2.2342857142857144,1.0135714285714286,2.0801285714285718
43-2021.00,Telephone Operators,1.7032428571428573,2.5808,4.48,1.4914571428571428,3.1039714285714286,1.655,2.1161142857142856,2.486285714285714,1.0206285714285714,2.627228571428572
43-3011.00,Bill and Account Collectors,1.5194285714285716,2.3432,3.96,1.3565,2.484,1.7734857142857143,1.3927428571428573,1.978142857142857,1.0135714285714286,2.1376
43-3021.00,Billing and Posting Clerks,1.9984,1.806,4.73,1.1236,2.7851714285714286,2.1607142857142856,1.4889285714285714,2.818057142857143,1.16,2.4208142857142856
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2.0376142857142856,2.5642142857142853,4.92,1.4122857142857144,2.983942857142857,1.9449142857142856,1.615,2.597028571428572,1.0206285714285714,2.9524285714285714
43-3041.00,Gambling Cage Workers,1.789942857142857,2.109742857142857,2.4,1.4788,2.563428571428572,1.9642857142857144,1.8352,2.212828571428572,1.0135714285714286,2.4165857142857146
43-3051.00,Payroll and Timekeeping Clerks,2.2215000000000003,2.3605428571428573,4.65,1.2362285714285717,2.9732142857142856,2.0608,1.8022285714285715,3.3002857142857143,1.1257142857142857,2.4298428571428574
43-3061.00,Procurement Clerks,2.2192428571428566,2.0830857142857147,5.0,1.3927857142857143,2.9778,2.178571428571429,1.5965714285714283,2.599557142857143,1.0336571428571428,2.779771428571429
43-3071.00,Tellers,2.643142857142857,2.2985,4.83,1.9128571428571428,2.525628571428572,2.1228571428571428,2.193142857142857,2.8901714285714286,1.0135714285714286,2.8368
43-4011.00,Brokerage Clerks,2.058,1.8617142857142857,5.0,1.6253,3.0695714285714284,2.071428571428572,1.764342857142857,2.739228571428572,1.25,2.430942857142857
43-4021.00,Correspondence Clerks,2.031228571428572,2.2728857142857146,5.0,1.5716285714285716,2.513071428571429,1.9642857142857144,1.6873142857142858,2.7394857142857143,1.0206285714285714,2.815314285714285
43-4031.00,"Court, Municipal, and License Clerks",2.0506857142857142,2.548828571428571,4.65,1.3015142857142856,2.752457142857143,2.02,1.6197428571428572,2.678628571428572,1.0942857142857143,2.7789714285714284
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.2084,2.5122857142857145,4.82,1.5800285714285716,3.2339857142857142,1.8914285714285717,2.187828571428572,2.798,1.077942857142857,2.993371428571429
43-4051.00,Customer Service Representatives,2.2435428571428573,2.3095,4.33,1.7011714285714286,2.9581,1.9085714285714288,2.144,3.008285714285714,1.0442857142857145,2.729542857142857
43-4061.00,"Eligibility Interviewers, Government Programs",2.665714285714286,2.9834857142857145,5.0,1.3142857142857145,3.2099999999999995,2.105,2.3042857142857143,3.4438714285714283,1.0089285714285714,2.802428571428571
43-4071.00,File Clerks,3.082614285714286,2.9546857142857146,4.21,1.2957142857142858,3.189028571428571,2.3928571428571432,2.3328,3.2902,1.0535714285714286,3.461485714285714
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.0039714285714285,2.0868,4.67,1.3355714285714286,2.8589285714285717,1.8571428571428568,1.581142857142857,2.375,1.0942857142857143,2.7597857142857145
